0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207
601d107f941e28515726a5deed04552,15.88,0.5037783375314862,10.957178841309823,1.8261964735516372,0.7556675062972292,1,0,8,0,0,0,1,0,0,0,4,0,0,0,0,3,0,0,0,1,1,1,3,2,5,3,1,2,1,0,0,0,1,0,0,0,3,2,0,0,0,2,1,0,0,3,0,1,2,0,0,0,0,0,2,2,1,2,1,0,0,1,0,1,0,0,1,1,0,0,0,0,7,1,0,4,8,1,1,2,0,3,0,2,2,0,0,0,3,1,1,0,0,3,1,3,0,0,0,0,1,0,8,0,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,1,1,1,3,0,2,5,3,1,2,1,0,0,0,1,0,0,1,0,0,3,2,0,1,2,1,3,0,1,2,0,0,0,0,2,2,1,2,0,0,0,1,0,1,0,5,1,1,1,0,0,0,7,1,0,0,4,8,1,2,0,3,0,2,2,0,0,3,1,1,2,0,3,1,3,0,0,0,0,1,0,0
602d857145c0434ec733a8798c82b72d,14.17,7.76287932251235,9.244883556810162,2.7522935779816513,1.1997177134791814,1,0,3,4,1,4,0,0,3,1,4,3,1,3,0,5,0,1,4,2,1,0,2,1,2,0,1,3,3,0,1,1,0,3,5,5,0,1,0,0,1,4,2,0,0,4,0,1,2,1,3,5,1,4,2,1,0,1,0,0,1,1,2,0,0,4,1,0,1,4,2,4,0,4,0,2,6,1,1,1,0,2,0,2,2,1,0,0,0,0,1,3,0,1,1,2,0,5,0,2,0,0,3,4,4,0,0,3,1,4,3,1,3,0,0,5,0,0,0,4,2,1,0,2,0,1,2,0,1,3,3,0,0,0,1,1,1,0,0,5,0,1,0,0,4,2,4,0,1,2,1,3,1,4,2,1,0,1,0,1,0,1,0,0,4,2,1,1,0,4,2,4,0,4,0,0,2,6,1,1,0,2,0,2,2,1,0,0,0,1,1,0,1,1,2,0,5,0,2,0,0,1
603db2927ce26c5cb248a71033d79d50,12.41,0.08058017727639001,10.95890410958904,1.53102336825141,1.20870265914585,1,0,3,3,0,1,0,2,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,5,0,2,3,0,2,0,0,0,0,1,0,1,0,0,1,1,2,0,0,1,0,2,5,0,0,0,0,5,0,4,1,0,0,0,0,1,2,0,0,1,2,0,0,1,0,1,2,0,3,3,1,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,1,5,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,1,0,0,2,5,0,0,0,5,0,4,1,0,0,0,1,2,0,0,1,2,0,0,1,0,1,2,0,0
60408752766f62a6a78c153449eb50d2,15.19,0.0,9.545753785385122,2.7649769585253456,1.9749835418038184,1,0,5,1,0,1,0,2,1,1,2,1,1,1,0,0,0,0,0,0,1,1,4,0,2,2,2,1,1,1,1,0,2,0,0,2,0,0,2,0,1,1,2,0,1,0,1,0,0,0,0,0,1,3,0,2,2,2,2,0,2,1,1,0,0,0,0,2,3,0,2,0,0,0,1,5,8,1,0,4,0,5,1,0,4,2,1,0,2,1,1,0,1,0,1,2,0,11,1,3,5,0,5,1,1,0,2,1,1,2,1,1,1,0,0,0,0,1,1,0,0,1,1,4,3,0,2,2,2,1,1,1,0,0,4,1,0,2,0,2,0,0,2,1,1,2,0,1,0,0,0,0,1,3,0,2,2,2,0,2,1,1,0,0,0,1,2,0,2,0,2,0,0,0,0,1,5,8,1,4,0,5,1,0,4,2,0,2,1,1,0,1,0,1,2,0,11,1,3,5,0,1
606cecffe739c9ec5154a528823126a4,15.63,0.0,11.388355726167626,2.6871401151631478,1.3435700575815739,1,0,2,0,0,0,1,3,3,1,3,3,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,2,1,2,0,1,1,1,1,0,0,2,1,0,3,1,13,0,0,1,0,0,2,0,0,3,1,1,0,0,1,0,1,1,0,1,0,0,0,1,2,0,1,0,0,4,9,0,0,0,1,5,13,0,0,2,1,0,4,1,0,0,0,1,1,1,0,3,0,0,4,0,2,0,0,1,3,3,1,3,3,3,1,1,0,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,4,1,0,2,0,1,2,1,1,1,1,1,1,0,2,1,1,13,0,0,1,0,2,0,0,3,1,1,0,1,2,0,3,1,1,1,1,0,0,1,2,0,1,0,0,0,4,9,0,0,1,5,13,0,0,2,0,4,1,0,0,0,1,1,1,0,3,0,0,4,0,1
609bb1c92e62fff3f1cdd603876fd33c,11.76,0.08503401360544217,9.608843537414966,2.0408163265306123,0.7653061224489796,1,0,1,2,0,1,2,3,0,1,1,1,1,0,1,0,0,1,1,1,1,2,0,0,0,2,0,0,3,0,0,4,1,0,0,2,0,4,0,0,1,1,1,0,0,6,1,0,1,0,0,0,0,0,1,3,2,1,2,2,2,1,2,1,0,7,1,0,0,1,1,0,1,1,3,9,4,4,0,3,3,3,1,1,4,1,0,0,0,2,0,3,0,2,1,1,0,6,0,2,0,0,1,2,1,2,3,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,3,0,0,0,0,0,4,1,1,2,0,4,0,0,1,1,6,1,0,1,0,0,0,0,1,3,2,1,2,2,1,1,0,1,7,1,1,1,0,1,1,0,1,1,0,3,9,4,4,3,3,3,1,1,4,1,0,0,2,0,0,0,2,1,1,0,6,0,2,0,0,1
60a576384dc8c5514482fa784257f47,13.42,0.0,13.785394932935917,3.502235469448584,1.4903129657228018,1,0,1,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,3,0,0,1,0,0,1,0,0,0,2,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,0,1,0,1,1,1,0,0,2,0,0,1,0,2,1,2,0,1,0,0,0,0,0,0,0,15,1,0,2,0,0,0,0,0,4,0,0,1,0,1
60b7a0a583eac3d794cbcd4fe5d425a1,19.17,0.0,17.527386541471046,0.41731872717788204,6.05112154407929,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,99,1
60caf788d62effd92afae68742821ec7,17.14,0.1750291715285881,11.551925320886815,2.3337222870478413,0.8168028004667445,1,0,3,1,0,0,0,5,2,2,4,1,2,1,0,0,0,0,0,2,0,0,3,2,0,0,0,1,1,0,1,0,1,0,1,3,1,1,1,0,2,3,3,0,0,2,0,2,1,0,1,0,3,6,1,6,2,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,1,1,5,8,1,1,0,0,1,0,2,2,2,1,0,1,2,0,0,0,3,0,2,0,0,0,1,0,0,3,1,0,0,5,2,2,4,1,2,1,0,0,0,0,5,0,0,2,0,0,3,0,2,0,0,0,1,1,0,0,3,2,1,0,1,1,3,1,1,1,0,3,3,2,0,2,1,0,1,3,6,1,6,2,1,0,0,0,1,0,0,0,0,2,0,0,1,1,2,0,1,2,1,5,8,1,0,0,1,0,2,2,2,0,1,2,0,4,0,3,0,2,0,0,0,1,0,0,1
60db61a05557f3d41dafdcf7e66baca8,15.14,0.0,10.23778071334214,1.5191545574636722,1.9815059445178336,0,1,1,0,0,0,0,0,1,1,4,0,0,1,0,1,0,0,0,1,0,0,2,1,2,3,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,5,1,0,0,2,0,0,1,23,0,0,1,5,0,5,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,6,0,1,7,6,3,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,1,3,2,0,1,0,0,0,1,1,0,0,0,0,1,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,2,3,0,1,0,0,0,0,1,0,0,1,2,3,0,0,0,2,5,1,2,0,0,1,23,0,1,5,0,5,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0,6,0,0,1,7,6,3,0,0,3,0,0,0,0,0,0,0,3,0,0,1,3,2,0,1,0,0,0,0,0
60e506df4374c1548b58733e7a01ee6e,16.96,3.0660377358490565,8.372641509433961,1.8278301886792452,1.2971698113207546,1,4,0,1,0,0,1,0,5,1,3,6,3,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0,0,6,2,0,1,2,0,9,16,0,0,2,0,0,0,4,0,1,1,0,0,0,0,0,1,1,0,1,0,7,0,0,1,1,0,2,0,0,0,0,0,1,5,4,0,2,6,3,1,0,2,7,0,0,2,4,3,6,0,0,0,3,0,6,2,1,0,1,0,3,0,4,0,1,0,1,0,5,1,3,6,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,1,0,0,0,6,2,0,2,0,9,16,1,2,0,4,0,1,1,0,0,0,0,1,1,0,1,7,0,2,0,3,1,2,0,0,0,0,0,0,1,5,4,3,0,2,6,3,0,2,7,0,0,2,4,6,0,0,0,0,0,6,2,1,0,1,0,3,0,0,1
60fa616887383be096c7af314ff76b95,13.19,5.382865807429871,8.946171341925702,1.819560272934041,1.3646702047005308,1,0,3,3,2,5,0,2,0,3,0,2,0,1,0,0,0,0,5,2,0,1,3,1,1,2,3,0,4,2,2,0,1,1,2,2,0,0,1,0,4,3,2,0,2,6,0,1,1,0,1,3,0,1,5,3,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,4,0,4,0,5,8,3,3,1,1,2,0,0,1,0,1,0,0,0,3,0,0,5,0,1,0,4,0,2,0,0,3,3,5,0,2,0,3,0,2,0,1,0,0,0,0,0,0,5,2,0,1,3,0,1,1,2,3,0,4,2,0,0,0,2,0,1,2,2,0,0,1,0,3,2,6,0,1,1,0,1,0,1,5,3,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,0,5,8,3,1,1,2,0,0,1,0,0,0,0,3,0,0,5,0,1,0,4,0,2,0,0,0
610684047239d8d258fd83f0ac3241ae,15.51,0.0,8.446163765312702,2.643455834945197,1.4829142488716958,1,0,1,2,1,0,0,4,1,4,5,0,0,3,0,1,1,1,0,2,0,0,0,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,2,0,0,2,6,0,1,7,0,0,2,0,0,0,1,0,1,4,1,2,0,0,1,0,1,1,1,0,1,4,2,1,2,1,1,2,3,4,14,3,0,0,3,3,0,1,4,0,0,2,2,4,1,2,0,6,1,3,0,2,1,0,0,0,1,2,0,0,4,1,4,5,0,0,3,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,2,1,0,0,0,4,0,0,0,2,3,2,6,7,0,0,2,0,0,1,0,1,4,1,2,0,1,3,0,0,1,0,0,3,1,4,1,2,1,1,2,1,3,4,14,3,0,3,3,0,1,4,0,2,2,4,1,3,0,6,1,3,0,2,1,0,0,0,1
6107a05eb2d8595b3a526d9c2c9af759,15.21,2.9585798816568047,10.782380013149243,2.0381328073635765,0.8547008547008547,1,0,2,0,0,0,1,2,1,2,1,0,0,1,1,1,0,0,0,2,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,4,0,0,0,3,0,0,1,0,0,0,4,1,1,5,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,4,11,2,0,2,0,2,0,1,1,0,0,0,2,3,0,1,0,3,0,0,0,0,0,4,0,0,2,0,0,1,2,1,2,1,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,4,0,3,0,0,1,0,0,4,1,1,5,2,3,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,4,11,2,2,0,2,0,1,1,0,0,2,3,0,2,0,3,0,0,0,0,0,4,0,0,0
6135737712cc9d5661670685ac1ab31f,12.47,0.0,9.783480352846832,2.405773857257418,1.1226944667201282,1,0,3,1,0,0,1,2,0,0,0,0,1,3,0,1,0,0,1,3,2,0,0,1,1,1,1,3,0,0,0,0,1,0,0,2,0,8,0,0,1,2,1,0,0,1,0,0,0,0,0,0,2,3,0,1,2,2,0,0,1,2,1,3,0,0,0,0,0,0,4,1,1,2,0,3,13,4,0,0,2,0,0,1,2,1,0,0,0,3,2,2,0,3,0,1,0,0,0,4,0,0,3,1,0,1,2,0,0,0,0,1,3,0,0,1,0,0,0,1,3,2,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,1,1,2,0,8,0,1,2,1,1,0,0,0,0,0,2,3,0,1,2,2,0,1,0,2,1,3,0,2,0,0,0,0,4,1,1,2,0,0,3,13,4,0,2,0,0,1,2,1,0,0,3,2,1,0,3,0,1,0,0,0,4,0,1,1
6155e0b904e0edccd0f3af793e6c5411,17.25,3.072463768115942,8.115942028985508,1.3333333333333333,0.927536231884058,1,0,2,1,0,3,0,1,4,2,1,0,1,2,2,4,1,0,5,2,2,0,3,1,0,1,4,0,0,0,0,2,2,1,0,0,0,4,0,0,1,0,1,0,2,0,0,0,1,4,2,0,0,5,1,1,1,2,0,0,0,3,0,0,0,1,1,2,0,2,1,1,0,0,0,5,10,1,0,7,0,0,0,1,0,1,0,4,0,3,0,0,0,3,1,0,0,8,0,1,0,0,2,1,3,0,1,4,2,1,0,1,2,2,0,4,1,0,0,5,2,2,0,3,1,1,0,1,4,0,0,0,0,0,0,0,2,2,1,0,0,4,0,0,0,1,0,0,0,1,4,2,0,5,1,1,1,2,0,0,0,3,0,0,1,1,2,1,2,2,1,1,0,0,0,0,5,10,1,7,0,0,0,1,0,1,4,0,3,0,1,0,3,1,0,0,8,0,1,0,0,1
6157e6730b580b05d3a89f9a858124a9,13.49,1.111934766493699,10.007412898443292,2.149740548554485,2.149740548554485,0,0,5,0,0,1,0,4,0,0,0,0,1,1,0,1,1,0,1,8,0,4,0,0,0,2,0,1,1,2,0,0,1,1,0,1,0,0,0,0,0,0,4,0,0,3,0,4,3,2,2,0,0,0,1,1,1,5,0,1,4,1,0,3,0,0,1,0,0,1,0,0,0,1,1,3,8,3,1,0,0,2,0,0,0,2,1,1,0,3,1,1,0,3,0,2,0,1,1,2,4,0,5,0,1,0,4,0,0,0,0,1,1,0,0,1,1,1,0,1,8,0,4,0,0,0,0,2,0,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,4,3,0,4,3,2,2,0,0,1,1,1,5,1,4,0,1,1,3,0,1,0,1,0,1,0,0,0,1,0,1,3,8,3,0,0,2,0,0,0,2,1,0,3,1,0,0,3,0,2,0,1,1,2,4,0,0
61595ddde6e022aab0650a0f7991450d,13.4,0.0,10.44776119402985,2.835820895522388,0.8208955223880596,1,0,3,1,0,0,4,4,0,4,0,2,1,1,1,0,0,1,0,0,7,2,0,0,0,1,1,4,2,4,2,0,0,0,0,2,3,1,1,7,0,1,1,2,0,0,0,1,0,0,0,0,1,0,2,1,1,1,0,1,0,3,0,3,0,1,0,5,0,1,2,0,5,0,0,2,5,1,0,0,0,0,0,2,3,0,0,0,0,2,0,0,2,1,0,1,0,0,0,1,2,0,3,1,0,4,4,0,4,0,2,1,1,1,0,0,0,0,0,0,0,7,2,0,0,0,0,1,1,4,2,4,0,0,1,2,0,0,0,2,3,1,1,0,1,1,0,0,1,0,0,0,1,0,2,1,1,1,1,0,0,3,0,3,1,0,0,0,5,1,2,0,5,0,0,0,2,5,1,0,0,0,0,2,3,0,0,0,2,0,3,2,1,0,1,0,0,0,1,2,0,0
6165d11f8d3d0669867fc5c41c171226,16.59,0.3013863773357444,11.512959614225437,2.109704641350211,0.5424954792043399,1,0,2,0,0,0,0,0,0,2,4,0,0,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,13,3,6,0,0,4,0,0,2,1,0,2,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,9,1,0,10,1,0,0,0,2,0,3,2,0,1,3,0,0,0,2,0,0,0,0,1,5,0,2,0,0,0,0,0,2,4,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13,3,6,0,4,0,1,0,2,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,9,1,10,1,0,0,0,2,0,2,0,1,3,1,0,0,2,0,0,0,0,1,5,0,1
61747564456477170adb2322de2b96b9,19.74,2.026342451874367,8.915906788247215,1.8237082066869303,0.7598784194528876,1,0,0,0,0,0,3,7,0,1,0,1,0,1,1,0,0,0,0,2,1,1,2,1,0,1,0,0,0,0,2,3,0,2,0,6,0,1,0,0,1,8,1,0,0,2,0,1,0,0,0,0,2,0,0,4,4,2,0,1,0,1,0,0,0,2,2,8,0,0,3,1,4,0,0,3,9,4,0,3,1,2,0,1,0,2,0,1,6,1,0,1,3,3,5,2,0,1,0,1,0,0,0,0,0,3,7,0,1,0,1,0,1,1,0,0,0,0,0,0,2,1,1,2,1,1,0,1,0,0,0,0,1,0,1,2,3,0,1,6,0,1,0,0,8,1,2,0,1,0,0,0,2,0,0,4,4,2,1,0,1,1,0,0,2,1,1,2,8,0,3,1,4,0,0,0,3,9,4,3,1,2,0,1,0,2,1,6,1,0,0,3,3,5,2,0,1,0,1,0,0,0
617bd501721737e4a9740b0d335e3bd5,12.77,0.0,14.173844949099452,2.192638997650744,1.1746280344557558,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,10,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,4,0,0,0,7,0,2,0,2,2,2,0,48,1,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0,10,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,4,0,0,0,7,0,2,0,2,2,2,0,48,0,0
6184293d7c7d93d2e6dbfeba8962bfd6,13.44,4.613095238095238,6.696428571428572,1.9345238095238095,1.711309523809524,1,0,1,2,1,2,0,4,3,2,1,3,0,1,1,2,2,0,1,0,0,0,0,0,1,0,10,1,8,1,1,8,1,2,0,0,0,9,1,0,0,2,6,0,1,11,0,0,0,0,0,0,1,1,1,6,0,0,1,2,1,0,1,1,0,1,2,0,0,4,1,1,1,4,4,2,0,7,0,3,0,0,0,0,1,0,1,4,0,0,1,0,5,1,0,0,0,8,0,2,0,0,1,2,2,0,4,3,2,1,3,0,1,1,0,2,2,0,0,1,0,0,0,0,0,0,1,0,10,1,8,1,2,0,2,1,8,1,0,0,0,9,1,5,2,6,11,0,0,0,0,0,1,1,1,6,0,0,2,1,0,0,0,1,1,2,0,2,0,4,1,1,1,4,0,4,2,0,7,3,0,0,0,0,1,0,4,0,0,1,2,5,1,0,0,0,8,0,2,0,0,0
618a71ae846611d9b5d8fa8ee38de105,14.03,0.21382751247327156,8.196721311475411,1.496792587312901,0.9978617248752674,1,0,6,1,0,0,0,1,3,1,2,0,0,2,0,0,1,0,0,1,1,1,0,1,1,0,0,1,2,0,1,0,0,0,0,3,1,1,0,0,0,1,1,0,0,1,0,3,0,0,0,0,1,0,1,2,2,1,2,0,0,2,0,1,0,4,1,1,0,0,3,1,4,1,1,5,11,0,0,0,3,4,0,0,1,0,1,0,0,2,0,0,0,4,1,0,0,1,0,2,0,0,6,1,0,0,1,3,1,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,2,0,1,0,0,1,0,0,0,3,1,1,0,1,1,1,1,0,3,0,0,0,1,0,1,2,2,1,0,0,0,2,0,1,4,2,1,1,1,0,3,1,4,1,1,1,5,11,0,0,3,4,0,0,1,0,0,0,2,0,1,0,4,1,0,0,1,0,2,0,0,0
61bc318c9a71269923d587220efa06bc,13.54,0.0,8.862629246676514,1.6986706056129985,1.1816838995568686,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,3,0,0,0,31,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,0,0,0,0,1,0,0,0,31,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
61d7370dba05f3448405c2d0c217067e,10.82,0.0,7.763401109057301,2.4029574861367835,1.2014787430683918,1,0,1,3,2,0,0,4,0,1,1,2,0,1,0,1,1,0,2,2,3,0,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,1,0,3,0,2,2,4,0,4,0,2,0,0,0,0,0,1,1,3,1,0,2,1,0,3,0,0,0,1,0,0,1,0,1,0,0,6,1,2,3,2,0,0,2,3,0,1,1,1,2,0,0,0,0,2,0,3,0,1,0,1,0,8,1,0,1,3,0,0,4,0,1,1,2,0,1,0,0,1,1,0,0,2,2,3,0,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,1,0,0,1,0,1,2,2,4,0,2,0,0,0,0,1,1,3,1,0,1,0,0,3,0,0,1,1,0,0,0,0,1,0,0,6,0,1,2,3,2,0,2,3,0,1,1,1,0,0,0,0,0,0,3,0,1,0,1,0,8,1,0,1
61f777494bca7a87ad6a455ebaffd459,11.72,7.764505119453925,8.87372013651877,2.04778156996587,0.8532423208191126,1,0,2,0,0,3,0,0,1,1,2,15,2,1,2,0,0,1,0,0,1,0,0,1,1,0,0,2,15,1,1,1,0,0,1,6,0,6,0,1,0,4,2,1,1,3,3,4,0,0,0,1,1,0,1,0,1,1,0,3,1,4,2,0,0,1,0,2,0,2,2,1,1,0,4,3,3,0,0,2,0,1,3,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,0,3,0,0,1,1,2,15,2,1,2,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,2,15,1,1,0,0,1,1,0,1,6,0,6,0,1,4,2,3,3,4,0,0,0,1,0,1,0,1,1,3,1,0,4,0,0,1,0,0,0,2,2,2,1,1,0,0,4,3,3,0,2,0,1,3,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
621689dd1561d09e5a369df6d5ac69,12.27,2.852485737571312,7.660961695191524,2.28198859005705,0.6519967400162999,1,0,0,0,0,1,2,1,1,0,8,5,3,4,5,0,1,1,0,0,0,0,1,0,0,2,0,8,0,5,0,1,1,9,9,1,0,7,1,0,3,4,1,0,0,6,0,0,0,0,0,1,0,0,3,2,1,1,0,2,0,0,0,0,8,0,0,0,0,0,2,0,0,2,1,0,5,3,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,6,2,0,0,0,3,0,0,0,0,0,1,2,1,1,0,8,5,3,4,5,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,8,0,5,0,0,0,0,1,1,1,1,0,7,1,2,4,1,6,0,0,0,0,0,0,0,3,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,5,3,1,0,0,0,0,0,0,1,0,2,0,0,0,6,2,0,0,0,3,0,0,1,0
6224137a2675984a54be04420b2a0f75,8.9,3.1460674157303368,7.078651685393258,2.9213483146067416,2.134831460674157,1,0,2,4,3,1,1,2,0,0,2,1,0,2,1,1,0,0,2,2,0,1,0,1,1,0,1,1,2,1,0,0,1,0,1,1,0,0,1,0,0,2,1,0,0,2,0,0,0,1,0,0,4,1,0,3,0,0,2,0,1,1,0,1,0,3,2,1,0,0,0,1,1,6,1,4,8,3,1,2,3,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,4,1,1,2,0,0,2,1,0,2,1,0,1,0,0,0,2,2,0,1,0,0,1,1,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,2,0,0,0,1,0,4,1,0,3,0,0,0,1,0,1,0,1,3,0,0,2,1,0,0,1,1,6,0,1,4,8,3,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
622a6fc9e8d71aa84937f9400ad68d86,11.05,0.27149321266968324,11.312217194570135,2.171945701357466,0.8144796380090498,1,0,0,1,1,3,0,2,2,0,2,2,1,1,0,1,2,1,3,3,0,0,1,1,0,0,0,1,2,0,1,1,0,1,0,0,0,2,1,0,0,2,0,0,2,3,0,1,0,1,0,3,0,4,0,1,0,2,5,0,1,0,3,0,0,2,0,0,1,0,2,2,0,4,0,3,7,2,1,1,3,2,0,2,0,1,2,3,0,1,1,0,0,0,1,0,0,2,0,5,0,0,0,1,3,0,2,2,0,2,2,1,1,0,0,1,2,0,0,3,3,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,1,0,2,0,0,2,1,1,2,0,3,0,1,0,1,0,0,4,0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,2,2,0,4,0,0,3,7,2,1,3,2,0,2,0,1,3,0,1,1,1,0,0,1,0,0,2,0,5,0,0,1
